,Loan_Amount_Requested,Length_Employed,Home_Owner,Annual_Income,Income_Verified,Purpose_Of_Loan,Debt_To_Income,Inquiries_Last_6Mo,Months_Since_Deliquency,Number_Open_Accounts,Total_Accounts,Gender,Length_Employed_10+ years,Length_Employed_2 years,Length_Employed_3 years,Length_Employed_4 years,Length_Employed_5 years,Length_Employed_6 years,Length_Employed_7 years,Length_Employed_8 years,Length_Employed_9 years,Length_Employed_< 1 year,Home_Owner_None,Home_Owner_Other,Home_Owner_Own,Home_Owner_Rent,Income_Verified_VERIFIED - income source,Income_Verified_not verified,Purpose_Of_Loan_credit_card,Purpose_Of_Loan_debt_consolidation,Purpose_Of_Loan_educational,Purpose_Of_Loan_home_improvement,Purpose_Of_Loan_house,Purpose_Of_Loan_major_purchase,Purpose_Of_Loan_medical,Purpose_Of_Loan_moving,Purpose_Of_Loan_other,Purpose_Of_Loan_renewable_energy,Purpose_Of_Loan_small_business,Purpose_Of_Loan_vacation,Purpose_Of_Loan_wedding,Gender_Male
18325,12175.0,10+ years,Rent,36000.0,VERIFIED - income,debt_consolidation,5.5,0,77.0,5,9,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18326,7450.0,3 years,Rent,55200.0,not verified,debt_consolidation,20.78,0,59.0,14,18,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18327,9100.0,1 year,Mortgage,35286.0,VERIFIED - income,credit_card,9.83,1,29.0,9,26,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18328,35000.0,10+ years,Mortgage,109000.0,VERIFIED - income,debt_consolidation,33.58,2,50.0,21,39,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18329,12000.0,10+ years,Mortgage,75000.0,VERIFIED - income,debt_consolidation,17.2,1,51.0,8,21,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18330,4000.0,< 1 year,Mortgage,32000.0,not verified,home_improvement,14.03,0,10.0,9,26,Female,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18331,13000.0,3 years,Mortgage,43000.0,not verified,credit_card,19.17,1,46.0,9,18,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18332,35000.0,1 year,Rent,145000.0,VERIFIED - income,credit_card,5.88,0,20.0,8,21,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18333,5000.0,10+ years,Own,65000.0,not verified,debt_consolidation,11.58,0,60.0,12,18,Female,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18334,8000.0,< 1 year,Rent,80000.0,VERIFIED - income source,credit_card,10.07,1,43.0,6,16,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18335,4800.0,4 years,Rent,73000.0,not verified,debt_consolidation,29.14,0,34.0,7,9,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18336,28200.0,10+ years,Rent,90000.0,VERIFIED - income,credit_card,18.56,2,16.0,21,49,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18337,12000.0,10+ years,Mortgage,51000.0,VERIFIED - income,credit_card,20.52,1,5.0,8,13,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18338,35000.0,10+ years,Own,93800.0,VERIFIED - income,debt_consolidation,23.73,4,28.0,10,35,Male,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18339,17000.0,3 years,Rent,59577.0,VERIFIED - income source,debt_consolidation,12.7,0,81.0,8,19,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18340,15000.0,< 1 year,Rent,80000.0,VERIFIED - income,debt_consolidation,20.58,0,40.0,8,9,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18341,3000.0,10+ years,Rent,81000.0,VERIFIED - income,wedding,27.17,0,64.0,10,37,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18342,5000.0,10+ years,Rent,28080.0,VERIFIED - income,medical,33.76,1,55.0,8,18,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18343,13000.0,2 years,Rent,275000.0,VERIFIED - income source,car,0.09,2,10.0,4,13,Female,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18344,15350.0,9 years,Own,71000.0,not verified,credit_card,23.88,0,69.0,13,44,Male,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18345,17000.0,10+ years,Mortgage,68000.0,VERIFIED - income,debt_consolidation,20.11,0,6.0,14,38,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18346,13000.0,10+ years,Rent,117189.0,not verified,debt_consolidation,8.33,1,39.0,18,60,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18347,15000.0,1 year,Rent,65000.0,not verified,credit_card,12.68,0,16.0,10,15,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18348,25000.0,10+ years,Own,130000.0,VERIFIED - income,credit_card,10.23,0,34.0,8,28,Male,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18349,5000.0,4 years,Rent,73000.0,VERIFIED - income,major_purchase,18.75,2,4.0,7,32,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18350,6000.0,2 years,Rent,72000.0,VERIFIED - income source,credit_card,2.78,0,45.0,5,11,Female,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18351,14000.0,10+ years,Mortgage,90000.0,VERIFIED - income source,home_improvement,10.23,0,20.0,9,24,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18352,1200.0,10+ years,Mortgage,27000.0,not verified,debt_consolidation,21.38,0,19.0,13,28,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18353,20000.0,< 1 year,Mortgage,73000.0,VERIFIED - income source,home_improvement,9.35,0,26.0,13,24,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18354,10000.0,10+ years,Mortgage,38980.0,VERIFIED - income,car,16.78,0,52.0,8,19,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18355,10000.0,5 years,Mortgage,55000.0,not verified,debt_consolidation,20.95,0,42.0,11,21,Female,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18356,15000.0,5 years,Mortgage,73000.0,not verified,debt_consolidation,23.58,1,9.0,19,34,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18357,8000.0,3 years,Mortgage,40000.0,VERIFIED - income source,credit_card,17.71,1,21.0,10,17,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18358,11000.0,7 years,Rent,55000.0,VERIFIED - income source,debt_consolidation,16.26,0,48.0,11,32,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18359,16000.0,6 years,Rent,60000.0,VERIFIED - income source,credit_card,18.54,0,81.0,12,19,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18360,30000.0,2 years,Mortgage,87550.0,VERIFIED - income,debt_consolidation,28.98,0,66.0,13,38,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18361,25000.0,1 year,Mortgage,60000.0,VERIFIED - income,credit_card,24.02,0,7.0,11,29,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18362,24000.0,10+ years,Mortgage,62000.0,VERIFIED - income,debt_consolidation,21.84,1,51.0,7,21,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18363,15600.0,10+ years,Mortgage,65000.0,VERIFIED - income source,debt_consolidation,7.48,2,19.0,6,20,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18364,10000.0,4 years,Rent,85000.0,not verified,wedding,19.66,1,81.0,16,41,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
18365,25000.0,1 year,Mortgage,143000.0,VERIFIED - income,debt_consolidation,9.83,1,50.0,8,19,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18366,3000.0,3 years,Own,78000.0,not verified,debt_consolidation,19.79,1,1.0,7,17,Female,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18367,15000.0,6 years,Rent,90000.0,not verified,credit_card,6.84,1,35.0,8,14,Female,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18368,25000.0,8 years,Mortgage,54000.0,VERIFIED - income,major_purchase,21.78,4,0.0,11,23,Female,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18369,30000.0,10+ years,Mortgage,150000.0,VERIFIED - income,debt_consolidation,13.56,0,53.0,10,24,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18370,8000.0,3 years,Mortgage,56000.0,not verified,debt_consolidation,14.01,0,55.0,10,23,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18371,28100.0,1 year,Mortgage,62500.0,VERIFIED - income,debt_consolidation,18.28,0,5.0,8,14,Female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18372,5950.0,6 years,Rent,42000.0,VERIFIED - income source,debt_consolidation,23.54,1,67.0,10,30,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18373,5000.0,2 years,Rent,20000.0,VERIFIED - income source,debt_consolidation,12.97,1,71.0,7,14,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18374,15050.0,< 1 year,Rent,42000.0,VERIFIED - income source,other,26.8,0,28.0,7,18,Male,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18375,8000.0,10+ years,Mortgage,28000.0,VERIFIED - income,credit_card,21.51,2,8.0,12,21,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18376,7000.0,10+ years,Mortgage,92600.0,not verified,other,12.19,0,14.0,19,37,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18377,6400.0,10+ years,Rent,62000.0,VERIFIED - income source,other,18.85,0,23.0,10,20,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18378,35000.0,10+ years,Mortgage,103000.0,VERIFIED - income,debt_consolidation,24.82,1,73.0,23,36,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18379,8875.0,10+ years,Own,27500.0,VERIFIED - income,debt_consolidation,14.4,0,18.0,5,14,Male,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18380,12700.0,5 years,Mortgage,50986.0,VERIFIED - income source,credit_card,26.06,0,15.0,10,25,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18381,35000.0,10+ years,Mortgage,150000.0,VERIFIED - income,debt_consolidation,22.04,3,10.0,16,31,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18382,16000.0,9 years,Rent,73000.0,VERIFIED - income,debt_consolidation,16.38,0,10.0,9,22,Female,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18383,20000.0,5 years,Rent,60000.0,VERIFIED - income,credit_card,27.61,0,15.0,10,28,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18384,9200.0,8 years,Rent,110000.0,not verified,credit_card,15.74,0,13.0,15,51,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18385,14000.0,10+ years,Mortgage,76000.0,not verified,home_improvement,15.76,0,25.0,14,29,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18386,10000.0,10+ years,Mortgage,80000.0,not verified,credit_card,18.59,0,36.0,9,18,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18387,8875.0,5 years,Rent,73000.0,VERIFIED - income source,credit_card,14.56,0,12.0,11,13,Female,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18388,16000.0,10+ years,Mortgage,185000.0,VERIFIED - income,credit_card,16.78,2,58.0,18,58,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18389,18000.0,10+ years,Mortgage,76000.0,not verified,debt_consolidation,20.48,0,12.0,9,34,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18390,12000.0,6 years,Mortgage,73000.0,not verified,debt_consolidation,25.68,0,23.0,16,24,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18391,8000.0,8 years,Mortgage,60000.0,not verified,credit_card,13.2,1,24.0,14,17,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18392,32000.0,10+ years,Mortgage,120000.0,VERIFIED - income,debt_consolidation,24.38,1,49.0,23,43,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18393,35000.0,10+ years,Rent,181000.0,VERIFIED - income,debt_consolidation,19.66,0,1.0,7,31,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18394,4150.0,3 years,Own,73000.0,VERIFIED - income source,debt_consolidation,0.67,1,70.0,3,14,Male,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18395,18000.0,3 years,Mortgage,225000.0,VERIFIED - income source,credit_card,10.0,0,30.0,12,31,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18396,10000.0,6 years,Mortgage,73000.0,VERIFIED - income,other,18.13,0,21.0,9,25,Female,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18397,8000.0,8 years,Rent,35000.0,VERIFIED - income source,debt_consolidation,35.8,1,24.0,8,14,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18398,9500.0,6 years,Mortgage,66000.0,VERIFIED - income,debt_consolidation,5.64,2,24.0,14,58,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18399,29450.0,10+ years,Mortgage,59000.0,VERIFIED - income source,debt_consolidation,25.26,1,26.0,10,20,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18400,3600.0,4 years,Rent,73000.0,VERIFIED - income,debt_consolidation,26.95,2,18.0,12,16,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18401,5475.0,10+ years,Rent,53000.0,not verified,debt_consolidation,20.56,1,47.0,17,31,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18402,7200.0,5 years,Rent,28000.0,VERIFIED - income,credit_card,25.78,0,33.0,10,29,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18403,12000.0,2 years,Rent,55000.0,VERIFIED - income,debt_consolidation,8.16,0,60.0,10,12,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18404,19450.0,7 years,Rent,39000.0,VERIFIED - income source,debt_consolidation,27.45,0,66.0,13,28,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18405,10000.0,9 years,Mortgage,54000.0,VERIFIED - income,small_business,14.52,0,43.0,4,12,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18406,22525.0,3 years,Mortgage,85000.0,VERIFIED - income,debt_consolidation,5.03,1,23.0,9,49,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18407,23600.0,3 years,Mortgage,130390.0,VERIFIED - income source,small_business,20.09,2,65.0,33,54,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18408,15000.0,3 years,Mortgage,100000.0,VERIFIED - income,home_improvement,9.19,2,74.0,17,29,Male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18409,18000.0,10+ years,Mortgage,70000.0,not verified,debt_consolidation,15.7,0,3.0,10,29,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18410,8000.0,8 years,Mortgage,82700.0,not verified,debt_consolidation,28.6,0,18.0,14,26,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18411,7125.0,10+ years,Mortgage,45000.0,VERIFIED - income,debt_consolidation,17.97,2,27.0,14,20,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18412,22000.0,8 years,Rent,80000.0,VERIFIED - income source,debt_consolidation,24.14,0,25.0,13,18,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18413,13500.0,7 years,Mortgage,64000.0,VERIFIED - income,credit_card,33.34,2,50.0,25,64,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18414,15000.0,10+ years,Mortgage,70000.0,not verified,debt_consolidation,14.83,1,55.0,11,30,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18415,15000.0,10+ years,Mortgage,111634.0,VERIFIED - income source,credit_card,17.24,3,23.0,17,47,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18416,6075.0,1 year,Mortgage,58000.0,not verified,car,7.37,3,14.0,8,30,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18417,13300.0,4 years,Mortgage,60000.0,VERIFIED - income,credit_card,20.84,1,46.0,13,26,Female,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18418,6500.0,10+ years,Mortgage,58528.0,VERIFIED - income source,credit_card,24.54,0,60.0,11,41,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18419,16000.0,10+ years,Mortgage,101000.0,not verified,debt_consolidation,22.85,1,42.0,6,34,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18420,35000.0,10+ years,Own,82000.0,VERIFIED - income source,credit_card,16.84,0,37.0,10,25,Male,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18421,16000.0,2 years,Mortgage,110000.0,VERIFIED - income,debt_consolidation,9.67,0,76.0,6,22,Female,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18422,16000.0,6 years,Rent,66000.0,not verified,debt_consolidation,17.76,0,42.0,11,23,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18423,10000.0,8 years,Mortgage,80000.0,VERIFIED - income source,vacation,10.37,0,80.0,11,30,Male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
18424,5000.0,1 year,Own,75000.0,not verified,debt_consolidation,4.27,0,3.0,11,29,Female,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18425,18000.0,9 years,Mortgage,46873.0,VERIFIED - income,credit_card,22.71,0,35.0,10,21,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18426,6425.0,9 years,Rent,65000.0,VERIFIED - income source,debt_consolidation,12.96,1,5.0,6,16,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18427,6000.0,9 years,Rent,85000.0,VERIFIED - income source,debt_consolidation,8.34,1,14.0,12,30,Male,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18428,30000.0,10+ years,Mortgage,109000.0,VERIFIED - income source,debt_consolidation,11.55,2,34.0,10,30,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18429,20000.0,7 years,Mortgage,95000.0,VERIFIED - income source,credit_card,10.3,2,44.0,8,36,Female,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18430,12000.0,6 years,Mortgage,50000.0,not verified,credit_card,20.86,2,60.0,9,18,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18431,20000.0,5 years,Mortgage,87988.32,VERIFIED - income source,other,1.95,1,43.0,4,8,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18432,6400.0,2 years,Mortgage,180000.0,VERIFIED - income source,debt_consolidation,7.25,2,38.0,14,55,Male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18433,4500.0,6 years,Mortgage,91000.0,VERIFIED - income,debt_consolidation,23.39,3,49.0,18,39,Male,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18434,5800.0,4 years,Rent,70000.0,not verified,debt_consolidation,4.47,1,1.0,16,21,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18435,19925.0,10+ years,Rent,50000.0,VERIFIED - income source,debt_consolidation,37.28,1,6.0,15,31,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18436,8400.0,5 years,Mortgage,46000.0,VERIFIED - income,debt_consolidation,31.17,1,40.0,22,44,Male,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18437,6950.0,2 years,Rent,23350.0,VERIFIED - income,debt_consolidation,30.48,1,36.0,10,13,Female,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18438,10000.0,10+ years,Mortgage,68000.0,not verified,debt_consolidation,19.45,1,3.0,3,20,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18439,18000.0,10+ years,Rent,54000.0,VERIFIED - income,debt_consolidation,26.27,3,78.0,15,44,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18440,16425.0,10+ years,Other,73000.0,VERIFIED - income,debt_consolidation,33.79,1,62.0,19,37,Male,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18441,25000.0,4 years,Mortgage,73000.0,VERIFIED - income source,credit_card,8.8,0,18.0,7,25,Male,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18442,32000.0,10+ years,Mortgage,73000.0,VERIFIED - income,debt_consolidation,12.64,0,15.0,14,43,Female,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
